disruption_depot_id,disruption_depot_name,disruption_route_id,disruption_route_name,disruption_timestamp,lat_disruption,lng_disruption,disruption_location,passenger_on_bus,disruption_depot_lat,disruption_depot_lng,weather_condition,disruption_time,disruption_traffic_status,disruption_weather_impact,weather_label,disruption_day_of_week,is_weekend,disruption_day_label,disruption_bus_no,is_peak_hour,bus_replacement_priority,bus_replacement_busstop_id_nearby,bus_replacement_route_type,bus_replacement_distance_to_disruption,deadmileage_to_disruption,bus_replacement_route_no,geo_distance_to_disruption,bus_stop_order_from_hub,travel_time_min_from_hub,best_route,disruption_nearby_busstop_latitude,disruption_nearby_busstop_longitude,bus_replacement_route_type_encoded,is_peak_hour_encoded
4,Maluri,474,300,2025-01-02 05:38:00,3.133892,101.7516751,Pandan Indah Depot,26,3.13422,101.7277009,Cloudy,Morning,Non-Peak,0,Normal,3,0,Thursday,VFH8704,False,1,54014,UTAMA,29.157,5.0,420,0.039,2,48.6,0,3.134203333,101.7515104,0,0
4,Maluri,474,300,2025-01-02 05:38:00,3.133892,101.7516751,Pandan Indah Depot,26,3.13422,101.7277009,Cloudy,Morning,Non-Peak,0,Normal,3,0,Thursday,VFH8704,False,1,49496,TEMPATAN,0.554,7.6,T351,0.039,3,1.5,0,3.134203333,101.7515104,1,0
4,Maluri,474,300,2025-01-02 17:20:00,3.146642,101.6958449,DEPAN KLCC,10,3.13422,101.7277009,Cloudy,Evening,Peak,0,Normal,3,0,Thursday,VEN6093,True,3,75115,UTAMA,11.8,18.0,190,0.114,1,26.2,1,3.14694,101.69683,0,1
4,Maluri,474,300,2025-01-02 17:20:00,3.146642,101.6958449,DEPAN KLCC,10,3.13422,101.7277009,Cloudy,Evening,Peak,0,Normal,3,0,Thursday,VEN6093,True,3,75116,UTAMA,0.001,18.0,190,0.114,2,0.0,0,3.14694,101.69683,0,1
4,Maluri,474,300,2025-01-02 17:20:00,3.146642,101.6958449,DEPAN KLCC,10,3.13422,101.7277009,Cloudy,Evening,Peak,0,Normal,3,0,Thursday,VEN6093,True,3,65929,UTAMA,16.754,27.0,151,0.114,3,37.2,0,3.14694,101.69683,0,1
4,Maluri,474,300,2025-01-02 17:20:00,3.146642,101.6958449,DEPAN KLCC,29,3.13422,101.7277009,Cloudy,Evening,Peak,0,Normal,3,0,Thursday,WUW1485,True,1,75115,UTAMA,11.8,18.0,190,0.114,1,26.2,1,3.14694,101.69683,0,1
4,Maluri,474,300,2025-01-02 17:20:00,3.146642,101.6958449,DEPAN KLCC,29,3.13422,101.7277009,Cloudy,Evening,Peak,0,Normal,3,0,Thursday,WUW1485,True,1,75116,UTAMA,0.001,18.0,190,0.114,2,0.0,0,3.14694,101.69683,0,1
4,Maluri,474,300,2025-01-02 17:20:00,3.146642,101.6958449,DEPAN KLCC,29,3.13422,101.7277009,Cloudy,Evening,Peak,0,Normal,3,0,Thursday,WUW1485,True,1,65929,UTAMA,16.754,27.0,151,0.114,3,37.2,0,3.14694,101.69683,0,1
4,Maluri,474,300,2025-01-03 11:39:00,3.13409,101.75351,HUB PANDAN INDAH,11,3.13422,101.7277009,Moderate rain at times,Morning,Non-Peak,1,Bad Weather,4,0,Friday,VFH8704,False,2,53944,UTAMA,0.001,5.0,420,0.0,1,0.0,1,3.134093,101.753511,0,0
4,Maluri,474,300,2025-01-03 11:39:00,3.13409,101.75351,HUB PANDAN INDAH,11,3.13422,101.7277009,Moderate rain at times,Morning,Non-Peak,1,Bad Weather,4,0,Friday,VFH8704,False,2,54015,UTAMA,31.4,5.0,420,0.0,2,69.8,0,3.134093,101.753511,0,0
4,Maluri,474,300,2025-01-03 11:39:00,3.13409,101.75351,HUB PANDAN INDAH,11,3.13422,101.7277009,Moderate rain at times,Morning,Non-Peak,1,Bad Weather,4,0,Friday,VFH8704,False,2,49497,TEMPATAN,1.038,7.6,T351,0.0,3,3.7,0,3.134093,101.753511,1,0
4,Maluri,474,300,2025-01-03 16:44:00,3.133892,101.7516751,Pandan Indah Depot,4,3.13422,101.7277009,Patchy rain possible,Afternoon,Non-Peak,0,Normal,4,0,Friday,VFA2793,False,3,9088,SS,5.564,8.0,AJ03,0.025,1,14.8,1,3.133901,101.751447,2,0
4,Maluri,474,300,2025-01-03 16:44:00,3.133892,101.7516751,Pandan Indah Depot,4,3.13422,101.7277009,Patchy rain possible,Afternoon,Non-Peak,0,Normal,4,0,Friday,VFA2793,False,3,54014,UTAMA,29.157,5.0,420,0.039,2,48.6,0,3.134203333,101.7515104,0,0
4,Maluri,474,300,2025-01-03 16:44:00,3.133892,101.7516751,Pandan Indah Depot,4,3.13422,101.7277009,Patchy rain possible,Afternoon,Non-Peak,0,Normal,4,0,Friday,VFA2793,False,3,49496,TEMPATAN,0.554,7.6,T351,0.039,3,1.5,0,3.134203333,101.7515104,1,0
4,Maluri,474,300,2025-01-03 18:04:00,3.13409,101.75351,AJ468 Hub Pandan Indah,11,3.13422,101.7277009,Moderate or heavy rain shower,Evening,Peak,1,Bad Weather,4,0,Friday,WB824L,True,2,53944,UTAMA,0.001,5.0,420,0.0,1,0.0,1,3.134093,101.753511,0,1
4,Maluri,474,300,2025-01-03 18:04:00,3.13409,101.75351,AJ468 Hub Pandan Indah,11,3.13422,101.7277009,Moderate or heavy rain shower,Evening,Peak,1,Bad Weather,4,0,Friday,WB824L,True,2,54015,UTAMA,31.4,5.0,420,0.0,2,93.0,0,3.134093,101.753511,0,1
4,Maluri,474,300,2025-01-03 18:04:00,3.13409,101.75351,AJ468 Hub Pandan Indah,11,3.13422,101.7277009,Moderate or heavy rain shower,Evening,Peak,1,Bad Weather,4,0,Friday,WB824L,True,2,49497,TEMPATAN,1.038,7.6,T351,0.0,3,4.9,0,3.134093,101.753511,1,1
4,Maluri,474,300,2025-01-03 18:04:00,3.13409,101.75351,AJ468 Hub Pandan Indah,17,3.13422,101.7277009,Moderate or heavy rain shower,Evening,Peak,1,Bad Weather,4,0,Friday,VEL9768,True,2,53944,UTAMA,0.001,5.0,420,0.0,1,0.0,1,3.134093,101.753511,0,1
4,Maluri,474,300,2025-01-03 18:04:00,3.13409,101.75351,AJ468 Hub Pandan Indah,17,3.13422,101.7277009,Moderate or heavy rain shower,Evening,Peak,1,Bad Weather,4,0,Friday,VEL9768,True,2,54015,UTAMA,31.4,5.0,420,0.0,2,93.0,0,3.134093,101.753511,0,1
4,Maluri,474,300,2025-01-03 18:04:00,3.13409,101.75351,AJ468 Hub Pandan Indah,17,3.13422,101.7277009,Moderate or heavy rain shower,Evening,Peak,1,Bad Weather,4,0,Friday,VEL9768,True,2,49497,TEMPATAN,1.038,7.6,T351,0.0,3,4.9,0,3.134093,101.753511,1,1
4,Maluri,474,300,2025-01-06 12:29:00,3.146642,101.6958449,MENGHALA KLCC,22,3.13422,101.7277009,Patchy rain possible,Afternoon,Non-Peak,0,Normal,0,0,Monday,VFJ4933,False,1,75115,UTAMA,11.8,18.0,190,0.114,1,19.7,1,3.14694,101.69683,0,0
4,Maluri,474,300,2025-01-06 12:29:00,3.146642,101.6958449,MENGHALA KLCC,22,3.13422,101.7277009,Patchy rain possible,Afternoon,Non-Peak,0,Normal,0,0,Monday,VFJ4933,False,1,75116,UTAMA,0.001,18.0,190,0.114,2,0.0,0,3.14694,101.69683,0,0
4,Maluri,474,300,2025-01-06 12:29:00,3.146642,101.6958449,MENGHALA KLCC,22,3.13422,101.7277009,Patchy rain possible,Afternoon,Non-Peak,0,Normal,0,0,Monday,VFJ4933,False,1,65929,UTAMA,16.754,27.0,151,0.114,3,27.9,0,3.14694,101.69683,0,0
4,Maluri,474,300,2025-01-06 12:35:00,3.13409,101.75351,HUB PANDAN INDAH,14,3.13422,101.7277009,Patchy rain possible,Afternoon,Non-Peak,0,Normal,0,0,Monday,VEN1373,False,2,53944,UTAMA,0.001,5.0,420,0.0,1,0.0,1,3.134093,101.753511,0,0
4,Maluri,474,300,2025-01-06 12:35:00,3.13409,101.75351,HUB PANDAN INDAH,14,3.13422,101.7277009,Patchy rain possible,Afternoon,Non-Peak,0,Normal,0,0,Monday,VEN1373,False,2,54015,UTAMA,31.4,5.0,420,0.0,2,52.3,0,3.134093,101.753511,0,0
4,Maluri,474,300,2025-01-06 12:35:00,3.13409,101.75351,HUB PANDAN INDAH,14,3.13422,101.7277009,Patchy rain possible,Afternoon,Non-Peak,0,Normal,0,0,Monday,VEN1373,False,2,49497,TEMPATAN,1.038,7.6,T351,0.0,3,2.8,0,3.134093,101.753511,1,0
4,Maluri,474,300,2025-01-06 14:33:00,3.13409,101.75351,hub pandan indah,26,3.13422,101.7277009,Partly cloudy,Afternoon,Non-Peak,0,Normal,0,0,Monday,VEU6298,False,1,53944,UTAMA,0.001,5.0,420,0.0,1,0.0,1,3.134093,101.753511,0,0
4,Maluri,474,300,2025-01-06 14:33:00,3.13409,101.75351,hub pandan indah,26,3.13422,101.7277009,Partly cloudy,Afternoon,Non-Peak,0,Normal,0,0,Monday,VEU6298,False,1,54015,UTAMA,31.4,5.0,420,0.0,2,52.3,0,3.134093,101.753511,0,0
4,Maluri,474,300,2025-01-06 14:33:00,3.13409,101.75351,hub pandan indah,26,3.13422,101.7277009,Partly cloudy,Afternoon,Non-Peak,0,Normal,0,0,Monday,VEU6298,False,1,49497,TEMPATAN,1.038,7.6,T351,0.0,3,2.8,0,3.134093,101.753511,1,0
4,Maluri,474,300,2025-01-06 16:03:00,3.13409,101.75351,BAS MENGHALA KE HUB PANDAN INDAH,21,3.13422,101.7277009,Moderate or heavy rain shower,Afternoon,Non-Peak,1,Bad Weather,0,0,Monday,WB3635M,False,1,53944,UTAMA,0.001,5.0,420,0.0,1,0.0,1,3.134093,101.753511,0,0
4,Maluri,474,300,2025-01-06 16:03:00,3.13409,101.75351,BAS MENGHALA KE HUB PANDAN INDAH,21,3.13422,101.7277009,Moderate or heavy rain shower,Afternoon,Non-Peak,1,Bad Weather,0,0,Monday,WB3635M,False,1,54015,UTAMA,31.4,5.0,420,0.0,2,69.8,0,3.134093,101.753511,0,0
4,Maluri,474,300,2025-01-06 16:03:00,3.13409,101.75351,BAS MENGHALA KE HUB PANDAN INDAH,21,3.13422,101.7277009,Moderate or heavy rain shower,Afternoon,Non-Peak,1,Bad Weather,0,0,Monday,WB3635M,False,1,49497,TEMPATAN,1.038,7.6,T351,0.0,3,3.7,0,3.134093,101.753511,1,0
4,Maluri,474,300,2025-01-06 16:03:00,3.13409,101.75351,BAS MENGHALA KE HUB PANDAN INDAH,12,3.13422,101.7277009,Moderate or heavy rain shower,Afternoon,Non-Peak,1,Bad Weather,0,0,Monday,WB8441H,False,2,53944,UTAMA,0.001,5.0,420,0.0,1,0.0,1,3.134093,101.753511,0,0
4,Maluri,474,300,2025-01-06 16:03:00,3.13409,101.75351,BAS MENGHALA KE HUB PANDAN INDAH,12,3.13422,101.7277009,Moderate or heavy rain shower,Afternoon,Non-Peak,1,Bad Weather,0,0,Monday,WB8441H,False,2,54015,UTAMA,31.4,5.0,420,0.0,2,69.8,0,3.134093,101.753511,0,0
4,Maluri,474,300,2025-01-06 16:03:00,3.13409,101.75351,BAS MENGHALA KE HUB PANDAN INDAH,12,3.13422,101.7277009,Moderate or heavy rain shower,Afternoon,Non-Peak,1,Bad Weather,0,0,Monday,WB8441H,False,2,49497,TEMPATAN,1.038,7.6,T351,0.0,3,3.7,0,3.134093,101.753511,1,0
4,Maluri,474,300,2025-01-06 16:05:00,3.13409,101.75351,HUB PANDAN INDAH,22,3.13422,101.7277009,Moderate or heavy rain shower,Afternoon,Non-Peak,1,Bad Weather,0,0,Monday,VEW7052,False,1,53944,UTAMA,0.001,5.0,420,0.0,1,0.0,1,3.134093,101.753511,0,0
4,Maluri,474,300,2025-01-06 16:05:00,3.13409,101.75351,HUB PANDAN INDAH,22,3.13422,101.7277009,Moderate or heavy rain shower,Afternoon,Non-Peak,1,Bad Weather,0,0,Monday,VEW7052,False,1,54015,UTAMA,31.4,5.0,420,0.0,2,69.8,0,3.134093,101.753511,0,0
4,Maluri,474,300,2025-01-06 16:05:00,3.13409,101.75351,HUB PANDAN INDAH,22,3.13422,101.7277009,Moderate or heavy rain shower,Afternoon,Non-Peak,1,Bad Weather,0,0,Monday,VEW7052,False,1,49497,TEMPATAN,1.038,7.6,T351,0.0,3,3.7,0,3.134093,101.753511,1,0
4,Maluri,474,300,2025-01-06 16:16:00,3.13409,101.75351,HUB PANDAN INDAH,11,3.13422,101.7277009,Moderate or heavy rain shower,Afternoon,Non-Peak,1,Bad Weather,0,0,Monday,VER7240,False,2,53944,UTAMA,0.001,5.0,420,0.0,1,0.0,1,3.134093,101.753511,0,0
4,Maluri,474,300,2025-01-06 16:16:00,3.13409,101.75351,HUB PANDAN INDAH,11,3.13422,101.7277009,Moderate or heavy rain shower,Afternoon,Non-Peak,1,Bad Weather,0,0,Monday,VER7240,False,2,54015,UTAMA,31.4,5.0,420,0.0,2,69.8,0,3.134093,101.753511,0,0
4,Maluri,474,300,2025-01-06 16:16:00,3.13409,101.75351,HUB PANDAN INDAH,11,3.13422,101.7277009,Moderate or heavy rain shower,Afternoon,Non-Peak,1,Bad Weather,0,0,Monday,VER7240,False,2,49497,TEMPATAN,1.038,7.6,T351,0.0,3,3.7,0,3.134093,101.753511,1,0
4,Maluri,474,300,2025-01-06 19:46:00,3.1472732,101.6995352,MENARA MAYBANK,21,3.13422,101.7277009,Moderate or heavy rain shower,Evening,Peak,1,Bad Weather,0,0,Monday,VFA5163,True,1,53982,UTAMA,14.709,5.0,420,0.091,1,43.6,1,3.146474,101.699712,0,1
4,Maluri,474,300,2025-01-06 19:46:00,3.1472732,101.6995352,MENARA MAYBANK,21,3.13422,101.7277009,Moderate or heavy rain shower,Evening,Peak,1,Bad Weather,0,0,Monday,VFA5163,True,1,58452,UTAMA,11.36,12.0,421,0.091,2,33.7,0,3.146474,101.699712,0,1
4,Maluri,474,300,2025-01-06 19:46:00,3.1472732,101.6995352,MENARA MAYBANK,21,3.13422,101.7277009,Moderate or heavy rain shower,Evening,Peak,1,Bad Weather,0,0,Monday,VFA5163,True,1,56917,UTAMA,27.302,28.0,450,0.11,3,80.9,0,3.146744,101.698695,0,1
4,Maluri,474,300,2025-01-07 07:38:00,3.13409,101.75351,AJ468 Hub Pandan Indah,17,3.13422,101.7277009,Overcast,Morning,Peak,0,Normal,1,0,Tuesday,VEU6298,True,2,53944,UTAMA,0.001,5.0,420,0.0,1,0.0,1,3.134093,101.753511,0,1
4,Maluri,474,300,2025-01-07 07:38:00,3.13409,101.75351,AJ468 Hub Pandan Indah,17,3.13422,101.7277009,Overcast,Morning,Peak,0,Normal,1,0,Tuesday,VEU6298,True,2,54015,UTAMA,31.4,5.0,420,0.0,2,69.8,0,3.134093,101.753511,0,1
4,Maluri,474,300,2025-01-07 07:38:00,3.13409,101.75351,AJ468 Hub Pandan Indah,17,3.13422,101.7277009,Overcast,Morning,Peak,0,Normal,1,0,Tuesday,VEU6298,True,2,49497,TEMPATAN,1.038,7.6,T351,0.0,3,3.7,0,3.134093,101.753511,1,1
4,Maluri,474,300,2025-01-07 12:18:00,3.137013,101.768377,SMK BANDAR BARU AMPANG ,11,3.13422,101.7277009,Patchy rain possible,Afternoon,Non-Peak,0,Normal,1,0,Tuesday,VEN1373,False,2,79873,TEMPATAN,7.465,,T305,0.075,1,19.9,1,3.136969,101.76905,1,0
4,Maluri,474,300,2025-01-07 12:18:00,3.137013,101.768377,SMK BANDAR BARU AMPANG ,11,3.13422,101.7277009,Patchy rain possible,Afternoon,Non-Peak,0,Normal,1,0,Tuesday,VEN1373,False,2,44948,SS,7.988,15.0,AJ2B,0.088,2,21.3,0,3.137365,101.769085,2,0
